Initial Optimized Composition,Rounded Optimized Composition,Rounded Optimized Tc,Initial Optimized Tc,Rounded Optimized Ef,Initial Optimized Ef,structure_atom_count
O_{65.00055} Tl_{22.99945} ,O_{65.0} Tl_{23.0} ,0.0,0.0,-4.5147147,-4.5147147,88.0
O_{113.0045} La_{41.99547} ,O_{113.0} La_{42.0} ,0.0,0.0,-4.3381586,-4.338224,155.0
O_{53.00124} La_{18.99875} ,O_{53.0} La_{19.0} ,0.0,0.0,-4.352619,-4.3526525,72.0
O_{96.96162} Nd_{54.03794} Eu_{10.00044} ,O_{97.0} Nd_{54.0} Eu_{10.0} ,0.0,0.0,-4.049826,-4.0479326,161.0
N_{97.00088} Cs_{52.99912} ,N_{97.0} Cs_{53.0} ,0.0,0.0,-3.8663425,-3.8663335,150.0
O_{147.0047} La_{49.99526} ,O_{147.0} La_{50.0} ,0.0,0.0,-4.359254,-4.359221,197.0
O_{33.00111} Gd_{9.998886} ,O_{33.0} Gd_{10.0} ,0.0,0.0,-4.376362,-4.3762145,43.0
O_{125.0617} La_{49.93822} ,O_{125.0} La_{50.0} ,0.0,0.0,-4.2941937,-4.295253,175.0
P_{50.00074} Nd_{26.99926} ,P_{50.0} Nd_{27.0} ,0.0,0.0,-3.0137973,-3.0137994,77.0
C_{97.98742} Ar_{57.96040} Rb_{35.05218} ,C_{98.0} Ar_{58.0} Rb_{35.0} ,0.0,0.0,-1.6713502,-1.6720706,191.0
P_{137.0006} Xe_{60.99939} ,P_{137.0} Xe_{61.0} ,0.0,0.0,-2.7684975,-2.7685046,198.0
P_{123.0020} I_{63.99796} ,P_{123.0} I_{64.0} ,0.0,0.0,-2.9446347,-2.9446461,187.0
N_{21.91271} O_{77.04648} Ba_{13.01365} Ce_{33.02716} ,N_{22.0} O_{77.0} Ba_{13.0} Ce_{33.0} ,0.0,0.0,-4.2040634,-4.2026763,145.0
O_{136.9807} Cs_{29.09562} Eu_{29.92364} ,O_{137.0} Cs_{29.0} Eu_{30.0} ,0.0,0.0,-4.2097907,-4.2093177,196.0
N_{118.0046} Ce_{78.99539} ,N_{118.0} Ce_{79.0} ,0.0,0.0,-3.848761,-3.848855,197.0
N_{13.00102} La_{8.998978} ,N_{13.0} La_{9.0} ,0.0,0.0,-3.7331657,-3.7332554,22.0
O_{140.9805} Pm_{44.01947} ,O_{141.0} Pm_{44.0} ,0.0,0.0,-4.2986674,-4.29928,185.0
N_{38.99639} Kr_{24.00360} ,N_{39.0} Kr_{24.0} ,0.0,0.0,-3.9138162,-3.9137902,63.0
O_{50.99712} Kr_{19.00288} ,O_{51.0} Kr_{19.0} ,0.0,0.0,-4.4054837,-4.405272,70.0
O_{89.00229} La_{24.99771} ,O_{89.0} La_{25.0} ,0.0,0.0,-4.1340632,-4.13378,114.0
O_{108.9916} Nd_{11.00271} Tl_{30.00567} ,O_{109.0} Nd_{11.0} Tl_{30.0} ,0.0,0.0,-4.5357423,-4.5357018,150.0
C_{12.01046} Si_{49.01385} P_{78.96224} Pb_{49.01344} ,C_{12.0} Si_{49.0} P_{79.0} Pb_{49.0} ,0.0,0.0,-2.4789581,-2.4790654,189.0
C_{89.00272} Ca_{98.99729} ,C_{89.0} Ca_{99.0} ,0.0,0.0,-1.1608475,-1.1608347,188.0
O_{27.00198} Cl_{13.99802} ,O_{27.0} Cl_{14.0} ,0.0,0.0,-4.256003,-4.256075,41.0
O_{63.99711} Nd_{33.00289} ,O_{64.0} Nd_{33.0} ,0.0,0.0,-4.441861,-4.44178,97.0
Si_{34.98748} Ge_{68.07741} Br_{24.99112} Cs_{29.94398} ,Si_{35.0} Ge_{68.0} Br_{25.0} Cs_{30.0} ,0.0,0.0,-2.5084355,-2.507321,158.0
O_{82.99602} La_{28.00398} ,O_{83.0} La_{28.0} ,0.0,0.0,-4.3571477,-4.3571973,111.0
C_{41.05947} Si_{54.00418} Pm_{10.07012} Gd_{67.86622} ,C_{41.0} Si_{54.0} Pm_{10.0} Gd_{68.0} ,0.0,0.0,-2.3496466,-2.34895,173.0
O_{28.99885} La_{10.00114} ,O_{29.0} La_{10.0} ,0.0,0.0,-4.360864,-4.360881,39.0
O_{133.0176} La_{46.98240} ,O_{133.0} La_{47.0} ,0.0,0.0,-4.3570633,-4.357191,180.0
N_{72.99868} Ce_{43.00131} ,N_{73.0} Ce_{43.0} ,0.0,0.0,-3.8372684,-3.837335,116.0
N_{112.0151} Eu_{68.98484} ,N_{112.0} Eu_{69.0} ,0.0,0.0,-3.936571,-3.9364371,181.0
P_{147.9946} Po_{51.00530} ,P_{148.0} Po_{51.0} ,0.0,0.0,-2.3195503,-2.3195925,199.0
O_{56.00196} Pb_{14.99803} ,O_{56.0} Pb_{15.0} ,0.0,0.0,-4.368075,-4.368048,71.0
O_{141.0045} Xe_{51.99547} ,O_{141.0} Xe_{52.0} ,0.0,0.0,-4.331433,-4.331508,193.0
P_{91.00055} I_{53.99945} ,P_{91.0} I_{54.0} ,0.0,0.0,-2.883252,-2.8832726,145.0
O_{42.99836} La_{16.00163} ,O_{43.0} La_{16.0} ,0.0,0.0,-4.33767,-4.337607,59.0
O_{64.99718} Nd_{29.00281} ,O_{65.0} Nd_{29.0} ,0.0,0.0,-4.50078,-4.5007615,94.0
N_{62.99926} Ba_{44.00073} ,N_{63.0} Ba_{44.0} ,0.0,0.0,-3.7435577,-3.7435303,107.0
O_{110.0037} Nd_{58.99622} ,O_{110.0} Nd_{59.0} ,0.0,0.0,-4.416602,-4.4166656,169.0
P_{99.00081} Nd_{58.99919} ,P_{99.0} Nd_{59.0} ,0.0,0.0,-2.9906297,-2.9906392,158.0
O_{149.0314} Gd_{27.99740} Tl_{17.97118} ,O_{149.0} Gd_{28.0} Tl_{18.0} ,0.0,0.0,-4.504049,-4.502966,195.0
N_{92.00196} La_{52.99804} ,N_{92.0} La_{53.0} ,0.0,0.0,-3.766296,-3.7662601,145.0
N_{7.993858} O_{92.02127} Gd_{30.98487} ,N_{8.0} O_{92.0} Gd_{31.0} ,0.0,0.0,-4.3259163,-4.3249125,131.0
N_{94.99889} La_{61.00111} ,N_{95.0} La_{61.0} ,0.0,0.0,-3.7556307,-3.755627,156.0
O_{111.9952} Tl_{41.00472} ,O_{112.0} Tl_{41.0} ,0.0,0.0,-4.5123124,-4.5122952,153.0
N_{89.00149} La_{55.99850} ,N_{89.0} La_{56.0} ,0.0,0.0,-3.7578106,-3.7578135,145.0
P_{128.9994} Nd_{70.00059} ,P_{129.0} Nd_{70.0} ,0.0,0.0,-3.0133762,-3.0133755,199.0
C_{54.97355} La_{66.03122} Nd_{22.99521} ,C_{55.0} La_{66.0} Nd_{23.0} ,0.0,0.0,-1.5280858,-1.5274146,144.0
O_{72.99769} La_{26.00230} ,O_{73.0} La_{26.0} ,0.0,0.0,-4.355081,-4.3550515,99.0
O_{73.00124} Nd_{29.99875} ,O_{73.0} Nd_{30.0} ,0.0,0.0,-4.4860606,-4.4860263,103.0
O_{90.9964} La_{27.00360} ,O_{91.0} La_{27.0} ,0.0,0.0,-4.242946,-4.243169,118.0
N_{54.99998} Pb_{26.00001} ,N_{55.0} Pb_{26.0} ,0.0,0.0,-4.191787,-4.1917872,81.0
O_{101.9981} Tb_{47.00189} ,O_{102.0} Tb_{47.0} ,0.0,0.0,-4.09645,-4.096351,149.0
N_{90.99758} Pb_{44.00242} ,N_{91.0} Pb_{44.0} ,0.0,0.0,-4.1915097,-4.191502,135.0
Si_{62.06438} Ce_{34.95617} Nd_{17.97943} ,Si_{62.0} Ce_{35.0} Nd_{18.0} ,0.0,0.0,-2.5178308,-2.5162714,115.0
O_{141.9996} Tl_{49.00038} ,O_{142.0} Tl_{49.0} ,0.0,0.0,-4.5137167,-4.513717,191.0
Al_{104.0107} Ce_{80.98926} ,Al_{104.0} Ce_{81.0} ,0.0,0.0,-1.6884505,-1.688291,185.0
O_{35.99861} Tl_{13.00138} ,O_{36.0} Tl_{13.0} ,0.0,0.0,-4.5136175,-4.5136046,49.0
O_{135.0009} La_{50.99903} ,O_{135.0} La_{51.0} ,0.0,0.0,-4.3298945,-4.329907,186.0
B_{9.964428} C_{22.05966} I_{13.97436} Cs_{9.974767} Pt_{9.026776} ,B_{10.0} C_{22.0} I_{14.0} Cs_{10.0} Pt_{9.0} ,0.0,0.0,-0.94934046,-0.94932675,65.0
O_{115.9989} La_{47.00107} ,O_{116.0} La_{47.0} ,0.0,0.0,-4.286039,-4.286018,163.0
N_{54.00042} La_{30.99957} ,N_{54.0} La_{31.0} ,0.0,0.0,-3.7640524,-3.7640362,85.0
N_{80.00264} Nd_{66.99736} ,N_{80.0} Nd_{67.0} ,0.0,0.0,-3.739526,-3.7395043,147.0
O_{24.99973} La_{11.00026} ,O_{25.0} La_{11.0} ,0.0,0.0,-4.1938562,-4.1938095,36.0
O_{83.9973} Ce_{31.00269} ,O_{84.0} Ce_{31.0} ,0.0,0.0,-4.334315,-4.334235,115.0
O_{79.00004} La_{27.99996} ,O_{79.0} La_{28.0} ,0.0,0.0,-4.356316,-4.356317,107.0
N_{53.04295} O_{69.01884} Dy_{71.9382} ,N_{53.0} O_{69.0} Dy_{72.0} ,0.0,0.0,-4.1998687,-4.200389,194.0
C_{87.00351} Cs_{109.9964} ,C_{87.0} Cs_{110.0} ,0.0,0.0,-1.5210471,-1.5212003,197.0
Ga_{75.98766} Ba_{32.97669} Tl_{25.03565} ,Ga_{76.0} Ba_{33.0} Tl_{25.0} ,0.0,0.0,-1.9742314,-1.9743918,134.0
O_{79.99760} Ba_{27.00240} ,O_{80.0} Ba_{27.0} ,0.0,0.0,-4.355915,-4.3559213,107.0
O_{140.9981} Tl_{57.00191} ,O_{141.0} Tl_{57.0} ,0.0,0.0,-4.434399,-4.434345,198.0
O_{77.00297} La_{29.99703} ,O_{77.0} La_{30.0} ,0.0,0.0,-4.3119335,-4.312029,107.0
O_{69.00320} I_{32.99679} ,O_{69.0} I_{33.0} ,0.0,0.0,-4.169561,-4.1695395,102.0
O_{117.0036} Dy_{48.99634} ,O_{117.0} Dy_{49.0} ,0.0,0.0,-4.1200566,-4.1200547,166.0
O_{82.99918} La_{31.00081} ,O_{83.0} La_{31.0} ,0.0,0.0,-4.3357806,-4.3357625,114.0
O_{137.9725} La_{53.02743} ,O_{138.0} La_{53.0} ,0.0,0.0,-4.3212514,-4.3208504,191.0
N_{16.99964} Dy_{12.00035} ,N_{17.0} Dy_{12.0} ,0.0,0.0,-3.9176688,-3.9176335,29.0
N_{51.00224} Ce_{31.99775} ,N_{51.0} Ce_{32.0} ,0.0,0.0,-3.8763278,-3.8763263,83.0
P_{126.0025} Ba_{52.99743} ,P_{126.0} Ba_{53.0} ,0.0,0.0,-2.7600667,-2.760099,179.0
N_{57.00811} O_{22.00928} Ge_{16.99992} La_{53.99881} Ce_{6.994334} Pt_{24.98953} ,N_{57.0} O_{22.0} Ge_{17.0} La_{54.0} Ce_{7.0} Pt_{25.0} ,0.0,0.0,-3.1987343,-3.1991727,182.0
Li_{24.92889} O_{118.0717} La_{11.02713} Ce_{11.01797} Dy_{24.95426} ,Li_{25.0} O_{118.0} La_{11.0} Ce_{11.0} Dy_{25.0} ,0.0,0.0,-3.7115574,-3.7135282,190.0
N_{8.008891} O_{55.02028} Cs_{24.97082} ,N_{8.0} O_{55.0} Cs_{25.0} ,0.0,0.0,-4.3381042,-4.338705,88.0
N_{113.9925} Ar_{77.00747} ,N_{114.0} Ar_{77.0} ,0.0,0.0,-3.9550734,-3.9549952,191.0
N_{113.0001} Cs_{65.99989} ,N_{113.0} Cs_{66.0} ,0.0,0.0,-3.8690329,-3.8690348,179.0
Si_{53.03446} P_{57.94734} Tl_{71.0182} ,Si_{53.0} P_{58.0} Tl_{71.0} ,0.0,0.0,-2.6694145,-2.6690297,182.0
O_{80.99739} La_{29.00261} ,O_{81.0} La_{29.0} ,0.0,0.0,-4.35311,-4.353065,110.0
O_{113.0102} Ba_{41.98974} ,O_{113.0} Ba_{42.0} ,0.0,0.0,-4.3388286,-4.3390326,155.0
O_{124.002} Cs_{34.99801} ,O_{124.0} Cs_{35.0} ,0.0,0.0,-4.2329345,-4.2328086,159.0
B_{34.94259} Na_{62.03187} La_{57.03328} Re_{14.99225} ,B_{35.0} Na_{62.0} La_{57.0} Re_{15.0} ,0.0,0.0,-1.3469788,-1.347284,169.0
O_{47.00257} Tl_{15.99742} ,O_{47.0} Tl_{16.0} ,0.0,0.0,-4.5125694,-4.5125494,63.0
O_{98.99957} Nd_{41.00042} ,O_{99.0} Nd_{41.0} ,0.0,0.0,-4.490603,-4.4906116,140.0
O_{62.97712} Br_{10.03616} Tb_{11.98670} ,O_{63.0} Br_{10.0} Tb_{12.0} ,0.0,0.0,-4.3380036,-4.3393064,85.0
P_{105.0401} Br_{21.97758} I_{35.98227} ,P_{105.0} Br_{22.0} I_{36.0} ,0.0,0.0,-2.9435427,-2.943385,163.0
O_{70.99917} La_{25.00082} ,O_{71.0} La_{25.0} ,0.0,0.0,-4.357972,-4.357961,96.0
P_{48.99922} Ba_{24.00077} ,P_{49.0} Ba_{24.0} ,0.0,0.0,-2.6698086,-2.66977,73.0
C_{24.00078} Eu_{24.99921} ,C_{24.0} Eu_{25.0} ,0.0,0.0,-1.822129,-1.8221227,49.0
N_{101.0007} La_{59.99920} ,N_{101.0} La_{60.0} ,0.0,0.0,-3.765306,-3.765309,161.0
P_{99.00226} Xe_{45.99773} ,P_{99.0} Xe_{46.0} ,0.0,0.0,-2.7444334,-2.7444773,145.0
N_{110.9946} Tb_{73.00537} ,N_{111.0} Tb_{73.0} ,0.0,0.0,-3.9628246,-3.9627824,184.0
N_{97.00383} La_{68.99616} ,N_{97.0} La_{69.0} ,0.0,0.0,-3.7194026,-3.7194533,166.0
N_{120.9693} Cs_{69.03069} ,N_{121.0} Cs_{69.0} ,0.0,0.0,-3.8768964,-3.8768792,190.0
P_{113.0040} Nd_{51.99595} ,P_{113.0} Nd_{52.0} ,0.0,0.0,-2.958058,-2.9579802,165.0
O_{75.00233} La_{25.99766} ,O_{75.0} La_{26.0} ,0.0,0.0,-4.3609776,-4.3609886,101.0
O_{66.99888} Cl_{32.00112} ,O_{67.0} Cl_{32.0} ,0.0,0.0,-4.2511506,-4.2511783,99.0
O_{2.999019} Ce_{1.000981} ,O_{3.0} Ce_{1.0} ,0.0,0.0,-4.364058,-4.3644505,4.0
C_{26.05124} Ga_{29.94849} In_{18.02122} Pr_{62.97902} ,C_{26.0} Ga_{30.0} In_{18.0} Pr_{63.0} ,0.0,0.0,-1.9926327,-1.9924318,137.0
O_{70.99845} Ce_{24.00155} ,O_{71.0} Ce_{24.0} ,0.0,0.0,-4.365286,-4.365289,95.0
O_{133.0055} Nd_{59.99444} ,O_{133.0} Nd_{60.0} ,0.0,0.0,-4.499333,-4.4993505,193.0
O_{142.9836} La_{50.01635} ,O_{143.0} La_{50.0} ,0.0,0.0,-4.35968,-4.359582,193.0
Zn_{21.00141} Tl_{17.99858} ,Zn_{21.0} Tl_{18.0} ,0.0,0.0,-1.6787957,-1.6788023,39.0
O_{40.99822} Ce_{13.00178} ,O_{41.0} Ce_{13.0} ,0.0,0.0,-4.341096,-4.3412156,54.0
O_{98.00264} Nd_{40.99736} ,O_{98.0} Nd_{41.0} ,0.0,0.0,-4.495461,-4.4954495,139.0
C_{29.00329} Gd_{1.992159} Tb_{28.00454} ,C_{29.0} Gd_{2.0} Tb_{28.0} ,0.0,0.0,-1.8788263,-1.8788011,59.0
O_{75.00498} Nd_{31.99502} ,O_{75.0} Nd_{32.0} ,0.0,0.0,-4.4979463,-4.497914,107.0
O_{88.00098} Cl_{46.99902} ,O_{88.0} Cl_{47.0} ,0.0,0.0,-4.2442074,-4.244222,135.0
O_{49.00232} La_{16.99768} ,O_{49.0} La_{17.0} ,0.0,0.0,-4.3609037,-4.3609214,66.0
P_{133.9949} I_{57.00506} ,P_{134.0} I_{57.0} ,0.0,0.0,-2.7830858,-2.7832937,191.0
O_{21.99983} La_{7.00017} ,O_{22.0} La_{7.0} ,0.0,0.0,-4.3233504,-4.32338,29.0
Ge_{138.8941} Dy_{46.11305} Er_{3.992813} ,Ge_{139.0} Dy_{46.0} Er_{4.0} ,0.0,0.0,-2.141306,-2.142569,189.0
O_{116.0011} Nd_{50.99886} ,O_{116.0} Nd_{51.0} ,0.0,0.0,-4.5015635,-4.5015607,167.0
O_{45.00239} Nd_{21.99760} ,O_{45.0} Nd_{22.0} ,0.0,0.0,-4.4734826,-4.4735804,67.0
O_{137.9982} Tl_{47.00183} ,O_{138.0} Tl_{47.0} ,0.0,0.0,-4.5126114,-4.5126157,185.0
N_{43.00201} Gd_{24.99799} ,N_{43.0} Gd_{25.0} ,0.0,0.0,-3.8997173,-3.8995795,68.0
O_{140.0197} Tl_{50.98020} ,O_{140.0} Tl_{51.0} ,0.0,0.0,-4.512835,-4.512893,191.0
O_{53.00319} La_{17.99681} ,O_{53.0} La_{18.0} ,0.0,0.0,-4.358867,-4.3588066,71.0
H_{88.00217} C_{28.99783} ,H_{88.0} C_{29.0} ,0.0,0.0,-0.34367132,-0.34369534,117.0
O_{76.99743} Nd_{32.00257} ,O_{77.0} Nd_{32.0} ,0.0,0.0,-4.492663,-4.4927297,109.0
O_{140.0122} La_{50.98774} ,O_{140.0} La_{51.0} ,0.0,0.0,-4.3464627,-4.346585,191.0
O_{20.00203} La_{6.997968} ,O_{20.0} La_{7.0} ,0.0,0.0,-4.359458,-4.3595448,27.0
N_{68.9978} La_{44.00221} ,N_{69.0} La_{44.0} ,0.0,0.0,-3.756522,-3.7565122,113.0
N_{41.00184} Cs_{23.99816} ,N_{41.0} Cs_{24.0} ,0.0,0.0,-3.8681235,-3.8681705,65.0
O_{138.0078} La_{44.99211} ,O_{138.0} La_{45.0} ,0.0,0.0,-4.3460784,-4.345856,183.0
Si_{105.0018} Gd_{84.99814} ,Si_{105.0} Gd_{85.0} ,0.0,0.0,-2.452497,-2.452498,190.0
O_{129.0078} Pr_{43.99215} ,O_{129.0} Pr_{44.0} ,0.0,0.0,-4.275819,-4.275892,173.0
O_{20.99799} Kr_{8.002008} ,O_{21.0} Kr_{8.0} ,0.0,0.0,-4.383132,-4.382774,29.0
O_{136.9990} La_{56.00092} ,O_{137.0} La_{56.0} ,0.0,0.0,-4.2796693,-4.279651,193.0
C_{36.99819} K_{44.00181} ,C_{37.0} K_{44.0} ,0.0,0.0,-1.7559111,-1.7558475,81.0
N_{120.9904} Gd_{68.00957} ,N_{121.0} Gd_{68.0} ,0.0,0.0,-3.8599415,-3.8603604,189.0
O_{137.0011} Nd_{49.99885} ,O_{137.0} Nd_{50.0} ,0.0,0.0,-4.3184733,-4.3184123,187.0
O_{23.00216} La_{7.997835} ,O_{23.0} La_{8.0} ,0.0,0.0,-4.360578,-4.360633,31.0
O_{132.9975} Nd_{55.00246} ,O_{133.0} Nd_{55.0} ,0.0,0.0,-4.48974,-4.489777,188.0
P_{104.9902} I_{24.94267} Tl_{33.06709} ,P_{105.0} I_{25.0} Tl_{33.0} ,0.0,0.0,-2.89994,-2.8984969,163.0
N_{80.99473} Gd_{55.00528} ,N_{81.0} Gd_{55.0} ,0.0,0.0,-3.9288092,-3.9286828,136.0
N_{70.00892} Rb_{20.97522} La_{17.01586} ,N_{70.0} Rb_{21.0} La_{17.0} ,0.0,0.0,-3.824593,-3.825141,108.0
O_{96.99972} La_{36.00028} ,O_{97.0} La_{36.0} ,0.0,0.0,-4.338813,-4.338808,133.0
O_{115.9911} Gd_{16.96978} Tl_{27.03903} ,O_{116.0} Gd_{17.0} Tl_{27.0} ,0.0,0.0,-4.4788194,-4.478723,160.0
N_{63.00157} Cs_{33.99843} ,N_{63.0} Cs_{34.0} ,0.0,0.0,-3.85871,-3.8586345,97.0
O_{138.0091} La_{48.99088} ,O_{138.0} La_{49.0} ,0.0,0.0,-4.3558593,-4.355923,187.0
O_{117.0032} Si_{25.00573} La_{48.99104} ,O_{117.0} Si_{25.0} La_{49.0} ,0.0,0.0,-3.9599,-3.9597163,191.0
O_{133.9966} Gd_{49.00339} ,O_{134.0} Gd_{49.0} ,0.0,0.0,-4.357408,-4.3573546,183.0
O_{142.9956} La_{51.00436} ,O_{143.0} La_{51.0} ,0.0,0.0,-4.354625,-4.3545766,194.0
O_{69.00432} La_{25.99567} ,O_{69.0} La_{26.0} ,0.0,0.0,-4.3312182,-4.331337,95.0
O_{22.00110} Tl_{6.998899} ,O_{22.0} Tl_{7.0} ,0.0,0.0,-4.4366937,-4.4363475,29.0
O_{72.99808} Gd_{23.00192} ,O_{73.0} Gd_{23.0} ,0.0,0.0,-4.4027495,-4.402799,96.0
N_{108.9994} Ar_{70.00057} ,N_{109.0} Ar_{70.0} ,0.0,0.0,-3.9640503,-3.9640532,179.0
N_{118.9104} Gd_{79.08951} ,N_{119.0} Gd_{79.0} ,0.0,0.0,-3.942611,-3.9422278,198.0
Ge_{61.00367} Br_{33.99632} ,Ge_{61.0} Br_{34.0} ,0.0,0.0,-2.5266995,-2.5267181,95.0
O_{103.9975} Nd_{35.00242} ,O_{104.0} Nd_{35.0} ,0.0,0.0,-4.142441,-4.142703,139.0
Ga_{63.05787} Ba_{29.99755} Tb_{10.94457} ,Ga_{63.0} Ba_{30.0} Tb_{11.0} ,0.0,0.0,-1.9114283,-1.9103848,104.0
O_{120.9991} Ho_{52.00086} ,O_{121.0} Ho_{52.0} ,0.0,0.0,-4.3946185,-4.3946247,173.0
C_{44.01709} Ga_{54.04939} Gd_{68.93352} ,C_{44.0} Ga_{54.0} Gd_{69.0} ,0.0,0.0,-1.9246479,-1.9242288,167.0
O_{96.99631} Tl_{34.00369} ,O_{97.0} Tl_{34.0} ,0.0,0.0,-4.5145454,-4.5145516,131.0
O_{83.99666} Tb_{31.00333} ,O_{84.0} Tb_{31.0} ,0.0,0.0,-4.3553677,-4.355325,115.0
O_{139.0100} La_{50.98998} ,O_{139.0} La_{51.0} ,0.0,0.0,-4.343801,-4.343901,190.0
N_{40.99931} Xe_{32.00069} ,N_{41.0} Xe_{32.0} ,0.0,0.0,-3.5279148,-3.5278301,73.0
N_{80.95763} Pr_{54.04236} ,N_{81.0} Pr_{54.0} ,0.0,0.0,-3.7277327,-3.7271404,135.0
Mg_{5.062918} Ge_{54.14938} As_{25.84821} Xe_{16.86525} Eu_{28.14958} Gd_{23.92464} ,Mg_{5.0} Ge_{54.0} As_{26.0} Xe_{17.0} Eu_{28.0} Gd_{24.0} ,0.0,0.0,-1.8649285,-1.8653,154.0
N_{120.9976} Tb_{78.00232} ,N_{121.0} Tb_{78.0} ,0.0,0.0,-3.9685173,-3.9685068,199.0
O_{56.9936} Ar_{18.00640} ,O_{57.0} Ar_{18.0} ,0.0,0.0,-4.1199236,-4.1203814,75.0
N_{85.02629} Rb_{21.96711} Gd_{19.00659} ,N_{85.0} Rb_{22.0} Gd_{19.0} ,0.0,0.0,-3.592182,-3.5871267,126.0
N_{55.99849} Gd_{41.00151} ,N_{56.0} Gd_{41.0} ,0.0,0.0,-3.813914,-3.8137994,97.0
O_{67.00310} Tl_{22.99689} ,O_{67.0} Tl_{23.0} ,0.0,0.0,-4.513357,-4.5133395,90.0
O_{80.99694} Tl_{28.00306} ,O_{81.0} Tl_{28.0} ,0.0,0.0,-4.513839,-4.5138493,109.0
O_{121.0018} Gd_{36.99815} ,O_{121.0} Gd_{37.0} ,0.0,0.0,-4.3838816,-4.3838334,158.0
O_{63.00164} Er_{24.99835} ,O_{63.0} Er_{25.0} ,0.0,0.0,-4.161711,-4.1617627,88.0
N_{121.9526} Cs_{73.04735} ,N_{122.0} Cs_{73.0} ,0.0,0.0,-3.862063,-3.8618312,195.0
O_{88.99935} Nd_{40.00065} ,O_{89.0} Nd_{40.0} ,0.0,0.0,-4.4998174,-4.499814,129.0
O_{81.99978} Gd_{27.00022} ,O_{82.0} Gd_{27.0} ,0.0,0.0,-4.402435,-4.402433,109.0
O_{67.99846} Nd_{27.00153} ,O_{68.0} Nd_{27.0} ,0.0,0.0,-4.4590516,-4.4591193,95.0
C_{39.00388} Zn_{27.95442} Pr_{56.0417} ,C_{39.0} Zn_{28.0} Pr_{56.0} ,0.0,0.0,-1.5269305,-1.5278214,123.0
Si_{70.9706} Dy_{68.97845} Pb_{51.05095} ,Si_{71.0} Dy_{69.0} Pb_{51.0} ,0.0,0.0,-1.9009384,-1.900052,191.0
O_{150.0451} Pb_{42.95482} ,O_{150.0} Pb_{43.0} ,0.0,0.0,-4.3673034,-4.367541,193.0
O_{133.0215} Ba_{46.97842} ,O_{133.0} Ba_{47.0} ,0.0,0.0,-4.3565745,-4.3567014,180.0
N_{45.99892} Cs_{25.00107} ,N_{46.0} Cs_{25.0} ,0.0,0.0,-3.8646183,-3.8646393,71.0
O_{137.0043} Nd_{57.99569} ,O_{137.0} Nd_{58.0} ,0.0,0.0,-4.4969134,-4.4969006,195.0
O_{140.9961} Nd_{32.99191} Gd_{22.01195} ,O_{141.0} Nd_{33.0} Gd_{22.0} ,0.0,0.0,-4.500006,-4.5000105,196.0
Cl_{17.99524} Ga_{21.00475} ,Cl_{18.0} Ga_{21.0} ,0.0,0.0,-1.8750716,-1.874943,39.0
O_{131.0056} Ho_{56.99442} ,O_{131.0} Ho_{57.0} ,0.0,0.0,-4.397618,-4.3975835,188.0
O_{105.0086} La_{46.99138} ,O_{105.0} La_{47.0} ,0.0,0.0,-4.1704793,-4.1708455,152.0
Ge_{132.9281} Xe_{66.07185} ,Ge_{133.0} Xe_{66.0} ,0.0,0.0,-2.335407,-2.3343513,199.0
O_{79.00106} Tl_{33.99894} ,O_{79.0} Tl_{34.0} ,0.0,0.0,-4.3583183,-4.358376,113.0
O_{142.9986} Gd_{53.00138} ,O_{143.0} Gd_{53.0} ,0.0,0.0,-4.349755,-4.349735,196.0
N_{59.00131} Eu_{36.99868} ,N_{59.0} Eu_{37.0} ,0.0,0.0,-3.9313712,-3.9313903,96.0
N_{34.00141} La_{22.99858} ,N_{34.0} La_{23.0} ,0.0,0.0,-3.7437406,-3.7437618,57.0
Si_{102.0296} Nd_{58.99860} Tb_{34.97175} ,Si_{102.0} Nd_{59.0} Tb_{35.0} ,0.0,0.0,-2.4472284,-2.4468565,196.0
O_{114.9873} Xe_{36.97046} Ho_{36.0422} ,O_{115.0} Xe_{37.0} Ho_{36.0} ,0.0,0.0,-3.7916808,-3.791269,188.0
H_{12.00428} O_{8.995719} ,H_{12.0} O_{9.0} ,0.0,0.0,-1.4314034,-1.4306803,21.0
O_{32.978} P_{7.966802} Ge_{11.03962} Ba_{25.01556} ,O_{33.0} P_{8.0} Ge_{11.0} Ba_{25.0} ,0.0,0.0,-3.6417267,-3.6401684,77.0
N_{35.00564} Xe_{19.99436} ,N_{35.0} Xe_{20.0} ,0.0,0.0,-3.744059,-3.7441177,55.0
O_{92.00043} La_{28.99956} ,O_{92.0} La_{29.0} ,0.0,0.0,-4.3145237,-4.3145046,121.0
N_{120.0010} Tb_{76.99894} ,N_{120.0} Tb_{77.0} ,0.0,0.0,-3.9695954,-3.9695997,197.0
O_{62.99925} La_{26.00074} ,O_{63.0} La_{26.0} ,0.0,0.0,-4.2720776,-4.2720423,89.0
O_{121.0042} Ce_{37.99578} ,O_{121.0} Ce_{38.0} ,0.0,0.0,-4.3347483,-4.3346534,159.0
O_{142.9845} Gd_{40.01542} ,O_{143.0} Gd_{40.0} ,0.0,0.0,-4.249845,-4.250784,183.0
O_{120.9908} La_{44.00914} ,O_{121.0} La_{44.0} ,0.0,0.0,-4.347124,-4.3470187,165.0
O_{32.00207} La_{10.99793} ,O_{32.0} La_{11.0} ,0.0,0.0,-4.3605404,-4.3605137,43.0
