formula,atom_dict,valid_sample_bools,pred_Tc,pred_ef,Ef_bools,elecneg_bools,neutral_bools,all_True_bools
B9.0C13.0Ca18.0Cu28.0Ba12.0,"{'B': 9.0, 'Ba': 12.0, 'C': 13.0, 'Ca': 18.0, 'Cu': 28.0}",True,112.93402,-0.7114518,True,False,False,False
C14.0Ca31.0Cu31.0Ge48.0Ba22.0Pt31.0,"{'Ba': 22.0, 'C': 14.0, 'Ca': 31.0, 'Cu': 31.0, 'Ge': 48.0, 'Pt': 31.0}",True,111.30644,-1.0411049,True,False,False,False
B26.0C21.0Ca38.0Co65.0Ba25.0Au9.0,"{'Au': 9.0, 'B': 26.0, 'Ba': 25.0, 'C': 21.0, 'Ca': 38.0, 'Co': 65.0}",True,110.00338,-0.48868832,True,False,True,False
B38.0Ca48.0Cu64.0Ba35.0,"{'B': 38.0, 'Ba': 35.0, 'Ca': 48.0, 'Cu': 64.0}",True,109.610634,-0.5709283,True,False,False,False
C45.0Ca15.0Ni8.0Zn9.0Ga22.0Ba15.0,"{'Ba': 15.0, 'C': 45.0, 'Ca': 15.0, 'Ga': 22.0, 'Ni': 8.0, 'Zn': 9.0}",True,107.877,-0.8817223,True,True,True,True
Ca36.0Ni42.0Nb17.0Ag17.0Ba26.0Au33.0,"{'Ag': 17.0, 'Au': 33.0, 'Ba': 26.0, 'Ca': 36.0, 'Nb': 17.0, 'Ni': 42.0}",True,103.53097,0.04027641,False,True,True,False
C24.0Ca25.0Ni17.0Cu50.0Nb26.0Ba27.0Pt7.0,"{'Ba': 27.0, 'C': 24.0, 'Ca': 25.0, 'Cu': 50.0, 'Nb': 26.0, 'Ni': 17.0, 'Pt': 7.0}",True,103.12332,-0.6399674,True,False,True,False
N38.0P31.0Ca22.0Ni23.0Br38.0Ba22.0,"{'Ba': 22.0, 'Br': 38.0, 'Ca': 22.0, 'N': 38.0, 'Ni': 23.0, 'P': 31.0}",True,103.04461,-2.3402638,True,False,False,False
Ca29.0Cu28.0Sr20.0Rh19.0Ag14.0Pt21.0,"{'Ag': 14.0, 'Ca': 29.0, 'Cu': 28.0, 'Pt': 21.0, 'Rh': 19.0, 'Sr': 20.0}",True,102.9756,0.30838948,False,True,True,False
B43.0C22.0Ca39.0Cu50.0Sr26.0,"{'B': 43.0, 'C': 22.0, 'Ca': 39.0, 'Cu': 50.0, 'Sr': 26.0}",True,102.73996,-0.4143354,True,False,False,False
C46.0N41.0P19.0Ca27.0Ba23.0Pt19.0,"{'Ba': 23.0, 'C': 46.0, 'Ca': 27.0, 'N': 41.0, 'P': 19.0, 'Pt': 19.0}",True,102.26265,-1.6136885,True,True,True,True
C3.0Ca55.0Cu58.0In11.0Ba29.0Pt20.0,"{'Ba': 29.0, 'C': 3.0, 'Ca': 55.0, 'Cu': 58.0, 'In': 11.0, 'Pt': 20.0}",True,101.85994,0.003894765,False,False,False,False
N45.0Mg3.0Ca24.0Ba22.0Pt57.0,"{'Ba': 22.0, 'Ca': 24.0, 'Mg': 3.0, 'N': 45.0, 'Pt': 57.0}",True,100.106735,-1.6098207,True,False,False,False
N53.0Ca32.0Ba30.0Pt75.0,"{'Ba': 30.0, 'Ca': 32.0, 'N': 53.0, 'Pt': 75.0}",True,100.08226,-1.5692154,True,False,False,False
B11.0O11.0Ca17.0Ge16.0Cd10.0Ba9.0Pt16.0,"{'B': 11.0, 'Ba': 9.0, 'Ca': 17.0, 'Cd': 10.0, 'Ge': 16.0, 'O': 11.0, 'Pt': 16.0}",True,99.87157,-1.3806475,True,False,False,False
C88.0Ca33.0Ba20.0At50.0,"{'At': 50.0, 'Ba': 20.0, 'C': 88.0, 'Ca': 33.0}",True,98.34263,-1.2725592,True,False,False,False
C66.0N26.0Ca11.0Ni25.0Sr23.0Cs19.0Au15.0,"{'Au': 15.0, 'C': 66.0, 'Ca': 11.0, 'Cs': 19.0, 'N': 26.0, 'Ni': 25.0, 'Sr': 23.0}",True,97.78537,-1.1339366,True,True,True,True
B9.0N22.0Cu43.0Sr21.0Te32.0Ba8.0Pt2.0,"{'B': 9.0, 'Ba': 8.0, 'Cu': 43.0, 'N': 22.0, 'Pt': 2.0, 'Sr': 21.0, 'Te': 32.0}",True,96.86002,-0.27498567,True,True,True,True
C13.0O52.0Cu52.0Cs18.0Ba39.0Pt13.0Tl5.0,"{'Ba': 39.0, 'C': 13.0, 'Cs': 18.0, 'Cu': 52.0, 'O': 52.0, 'Pt': 13.0, 'Tl': 5.0}",True,96.58009,-2.1458008,True,False,True,False
N58.0Fe67.0Ba11.0La14.0Eu16.0,"{'Ba': 11.0, 'Eu': 16.0, 'Fe': 67.0, 'La': 14.0, 'N': 58.0}",True,97.03664,-1.9059671,True,False,False,False
B25.0Cu42.0Y31.0Ba37.0Dy11.0Pt38.0Au9.0,"{'Au': 9.0, 'B': 25.0, 'Ba': 37.0, 'Cu': 42.0, 'Dy': 11.0, 'Pt': 38.0, 'Y': 31.0}",True,96.13789,0.055963174,False,False,False,False
Mg17.0Ca27.0Cu44.0Rb20.0La10.0Tm13.0Pt10.0,"{'Ca': 27.0, 'Cu': 44.0, 'La': 10.0, 'Mg': 17.0, 'Pt': 10.0, 'Rb': 20.0, 'Tm': 13.0}",True,96.04787,-0.1309242,True,True,True,True
C26.0O24.0Ca24.0Ba14.0Pt29.0,"{'Ba': 14.0, 'C': 26.0, 'Ca': 24.0, 'O': 24.0, 'Pt': 29.0}",True,95.276825,-1.656783,True,False,False,False
O99.0Cu45.0Ba52.0,"{'Ba': 52.0, 'Cu': 45.0, 'O': 99.0}",True,95.18759,-2.8141265,True,False,False,False
O33.0Cu43.0Sr34.0Bi24.0,"{'Bi': 24.0, 'Cu': 43.0, 'O': 33.0, 'Sr': 34.0}",True,95.14241,-1.3708979,True,False,False,False
C68.0K3.0Ca26.0As25.0In23.0Ba26.0Tl20.0,"{'As': 25.0, 'Ba': 26.0, 'C': 68.0, 'Ca': 26.0, 'In': 23.0, 'K': 3.0, 'Tl': 20.0}",True,94.52722,-1.2406902,True,True,True,True
O41.0Cu50.0Rb4.0Ba37.0Ce18.0Dy14.0Pt27.0,"{'Ba': 37.0, 'Ce': 18.0, 'Cu': 50.0, 'Dy': 14.0, 'O': 41.0, 'Pt': 27.0, 'Rb': 4.0}",True,94.19505,-1.9269936,True,False,False,False
B19.0O41.0Cu45.0Ba29.0Eu9.0Pt28.0,"{'B': 19.0, 'Ba': 29.0, 'Cu': 45.0, 'Eu': 9.0, 'O': 41.0, 'Pt': 28.0}",True,94.08885,-1.797182,True,False,False,False
C20.0O31.0Co70.0Rb20.0Ba39.0La10.0,"{'Ba': 39.0, 'C': 20.0, 'Co': 70.0, 'La': 10.0, 'O': 31.0, 'Rb': 20.0}",True,93.97258,-1.3635961,True,False,True,False
O96.0Cu44.0Ba47.0,"{'Ba': 47.0, 'Cu': 44.0, 'O': 96.0}",True,94.00889,-2.818845,True,False,False,False
O44.0Mg5.0Cu69.0Rb24.0Ba49.0Ce7.0,"{'Ba': 49.0, 'Ce': 7.0, 'Cu': 69.0, 'Mg': 5.0, 'O': 44.0, 'Rb': 24.0}",True,93.73277,-1.8826514,True,False,False,False
B29.0Cu41.0Ga20.0Y17.0Ba29.0Pt29.0,"{'B': 29.0, 'Ba': 29.0, 'Cu': 41.0, 'Ga': 20.0, 'Pt': 29.0, 'Y': 17.0}",True,93.480515,-0.50126237,True,False,False,False
N31.0Ca26.0Pd17.0Ba26.0Yb16.0Pt61.0,"{'Ba': 26.0, 'Ca': 26.0, 'N': 31.0, 'Pd': 17.0, 'Pt': 61.0, 'Yb': 16.0}",True,93.329025,-1.0030718,True,False,True,False
He43.0S19.0Cu63.0Rb9.0Ba27.0Ce14.0Au11.0,"{'Au': 11.0, 'Ba': 27.0, 'Ce': 14.0, 'Cu': 63.0, 'He': 43.0, 'Rb': 9.0, 'S': 19.0}",True,93.18635,-0.44756854,True,False,False,False
N9.0O4.0Ca14.0Ni18.0Ga9.0Ba12.0Os4.0Pt5.0,"{'Ba': 12.0, 'Ca': 14.0, 'Ga': 9.0, 'N': 9.0, 'Ni': 18.0, 'O': 4.0, 'Os': 4.0, 'Pt': 5.0}",True,93.14415,-1.5651449,True,False,True,False
B20.0Cu27.0Rb12.0Ba23.0Nd5.0Pt23.0,"{'B': 20.0, 'Ba': 23.0, 'Cu': 27.0, 'Nd': 5.0, 'Pt': 23.0, 'Rb': 12.0}",True,92.95571,-0.7549018,True,False,False,False
Be12.0C19.0Ca22.0Cu49.0La39.0Pt6.0,"{'Be': 12.0, 'C': 19.0, 'Ca': 22.0, 'Cu': 49.0, 'La': 39.0, 'Pt': 6.0}",True,92.90654,-0.77317077,True,False,False,False
Be17.0B2.0N9.0Ca5.0Ge18.0Xe13.0Ba18.0Pt36.0,"{'B': 2.0, 'Ba': 18.0, 'Be': 17.0, 'Ca': 5.0, 'Ge': 18.0, 'N': 9.0, 'Pt': 36.0, 'Xe': 13.0}",True,92.69595,-1.1317431,True,False,True,False
P15.0K16.0Ca21.0Ga44.0Ge12.0In32.0Ba23.0Pt23.0,"{'Ba': 23.0, 'Ca': 21.0, 'Ga': 44.0, 'Ge': 12.0, 'In': 32.0, 'K': 16.0, 'P': 15.0, 'Pt': 23.0}",True,92.582085,-1.3801166,True,False,True,False
C15.0P27.0Ca32.0As27.0Sn17.0Ba23.0La11.0Pt40.0,"{'As': 27.0, 'Ba': 23.0, 'C': 15.0, 'Ca': 32.0, 'La': 11.0, 'P': 27.0, 'Pt': 40.0, 'Sn': 17.0}",True,92.409805,-1.2478799,True,True,True,True
B49.0Si7.0Ca20.0Ba17.0Pt30.0,"{'B': 49.0, 'Ba': 17.0, 'Ca': 20.0, 'Pt': 30.0, 'Si': 7.0}",True,92.15839,-0.23031159,True,False,False,False
B30.0N22.0Cu52.0Ba35.0Dy18.0Pt40.0,"{'B': 30.0, 'Ba': 35.0, 'Cu': 52.0, 'Dy': 18.0, 'N': 22.0, 'Pt': 40.0}",True,91.85155,-1.1941365,True,False,False,False
B17.0C27.0O21.0K6.0Cu39.0Sr13.0Ba11.0Pt7.0,"{'B': 17.0, 'Ba': 11.0, 'C': 27.0, 'Cu': 39.0, 'K': 6.0, 'O': 21.0, 'Pt': 7.0, 'Sr': 13.0}",True,91.36197,-1.1753818,True,True,True,True
O40.0Mg1.0Ca47.0Cu51.0In8.0La17.0Er17.0Pt8.0,"{'Ca': 47.0, 'Cu': 51.0, 'Er': 17.0, 'In': 8.0, 'La': 17.0, 'Mg': 1.0, 'O': 40.0, 'Pt': 8.0}",True,91.50767,-1.7536563,True,False,False,False
Ca37.0Co31.0Sb12.0Ba36.0La19.0Yb17.0W17.0Pt12.0,"{'Ba': 36.0, 'Ca': 37.0, 'Co': 31.0, 'La': 19.0, 'Pt': 12.0, 'Sb': 12.0, 'W': 17.0, 'Yb': 17.0}",True,90.43284,0.19668323,False,True,True,False
B22.0Ca40.0Cu36.0Rh9.0La18.0Dy22.0Pt22.0,"{'B': 22.0, 'Ca': 40.0, 'Cu': 36.0, 'Dy': 22.0, 'La': 18.0, 'Pt': 22.0, 'Rh': 9.0}",True,89.62903,-0.02291523,True,False,False,False
Be25.0C80.0Mg32.0P17.0Cl8.0At10.0,"{'At': 10.0, 'Be': 25.0, 'C': 80.0, 'Cl': 8.0, 'Mg': 32.0, 'P': 17.0}",True,89.51724,-1.465412,True,False,True,False
O31.0Cu41.0Rh18.0Ba36.0Er13.0Pt34.0,"{'Ba': 36.0, 'Cu': 41.0, 'Er': 13.0, 'O': 31.0, 'Pt': 34.0, 'Rh': 18.0}",True,89.33679,-1.5690423,True,False,False,False
B29.0Cu41.0Ba31.0Tm20.0Pt37.0,"{'B': 29.0, 'Ba': 31.0, 'Cu': 41.0, 'Pt': 37.0, 'Tm': 20.0}",True,88.90031,-0.45070976,True,False,False,False
N63.0Ca25.0Y18.0Ag10.0Ba26.0Pt44.0,"{'Ag': 10.0, 'Ba': 26.0, 'Ca': 25.0, 'N': 63.0, 'Pt': 44.0, 'Y': 18.0}",True,88.64732,-1.6059309,True,True,True,True
B37.0Ca45.0Cu49.0La21.0Tm9.0Pt25.0,"{'B': 37.0, 'Ca': 45.0, 'Cu': 49.0, 'La': 21.0, 'Pt': 25.0, 'Tm': 9.0}",True,88.566345,-0.39783695,True,False,False,False
C99.0Mg10.0Co29.0Ba48.0,"{'Ba': 48.0, 'C': 99.0, 'Co': 29.0, 'Mg': 10.0}",True,87.862305,-0.8481961,True,False,False,False
B11.0Ca24.0Sn12.0Ba22.0Dy8.0Er5.0Yb16.0Pt28.0,"{'B': 11.0, 'Ba': 22.0, 'Ca': 24.0, 'Dy': 8.0, 'Er': 5.0, 'Pt': 28.0, 'Sn': 12.0, 'Yb': 16.0}",True,87.763565,0.39085263,False,False,False,False
N43.0Ca37.0Sr37.0Pt74.0,"{'Ca': 37.0, 'N': 43.0, 'Pt': 74.0, 'Sr': 37.0}",True,87.42847,-0.5657269,True,False,False,False
B32.0Cu51.0Ba40.0La6.0Sm15.0Pt28.0,"{'B': 32.0, 'Ba': 40.0, 'Cu': 51.0, 'La': 6.0, 'Pt': 28.0, 'Sm': 15.0}",True,87.02028,-0.64628035,True,False,False,False
Be9.0B6.0C24.0Mg24.0Cu28.0Tc8.0Pt45.0Pb23.0,"{'B': 6.0, 'Be': 9.0, 'C': 24.0, 'Cu': 28.0, 'Mg': 24.0, 'Pb': 23.0, 'Pt': 45.0, 'Tc': 8.0}",True,86.56197,0.21553771,False,True,True,False
C95.0Ca17.0Mo6.0Cs35.0Ba28.0,"{'Ba': 28.0, 'C': 95.0, 'Ca': 17.0, 'Cs': 35.0, 'Mo': 6.0}",True,86.545334,-1.2506188,True,False,False,False
O3.0Ca33.0Ge54.0In14.0Ba27.0La13.0Pt54.0,"{'Ba': 27.0, 'Ca': 33.0, 'Ge': 54.0, 'In': 14.0, 'La': 13.0, 'O': 3.0, 'Pt': 54.0}",True,86.36656,-1.2865926,True,True,True,True
Cl17.0Ca41.0Cr33.0Zn16.0Ga18.0Sr43.0Y22.0Yb8.0,"{'Ca': 41.0, 'Cl': 17.0, 'Cr': 33.0, 'Ga': 18.0, 'Sr': 43.0, 'Y': 22.0, 'Yb': 8.0, 'Zn': 16.0}",True,86.248436,0.19410545,False,False,False,False
B23.0Cu27.0Ba26.0Tm10.0Pt21.0,"{'B': 23.0, 'Ba': 26.0, 'Cu': 27.0, 'Pt': 21.0, 'Tm': 10.0}",True,85.91005,-0.6447411,True,False,False,False
O15.0Ca6.0Cu24.0La25.0Pt5.0,"{'Ca': 6.0, 'Cu': 24.0, 'La': 25.0, 'O': 15.0, 'Pt': 5.0}",True,85.69092,-1.9269367,True,False,False,False
B8.0C30.0Ca38.0I35.0Ba28.0Er19.0Pt28.0,"{'B': 8.0, 'Ba': 28.0, 'C': 30.0, 'Ca': 38.0, 'Er': 19.0, 'I': 35.0, 'Pt': 28.0}",True,85.41464,-0.41570973,True,False,False,False
C41.0Mg7.0K36.0Cu70.0Ba28.0Ho5.0Pt7.0,"{'Ba': 28.0, 'C': 41.0, 'Cu': 70.0, 'Ho': 5.0, 'K': 36.0, 'Mg': 7.0, 'Pt': 7.0}",True,85.70355,-0.90645784,True,False,False,False
B6.0Cl16.0Ca16.0Ga16.0Ba18.0La7.0Pt26.0Tl10.0,"{'B': 6.0, 'Ba': 18.0, 'Ca': 16.0, 'Cl': 16.0, 'Ga': 16.0, 'La': 7.0, 'Pt': 26.0, 'Tl': 10.0}",True,85.20849,-0.7764173,True,False,False,False
B37.0Ca31.0Cu51.0La32.0Tb6.0Er6.0Pt22.0,"{'B': 37.0, 'Ca': 31.0, 'Cu': 51.0, 'Er': 6.0, 'La': 32.0, 'Pt': 22.0, 'Tb': 6.0}",True,85.10385,-0.5304002,True,False,False,False
O22.0Cu63.0Rb55.0Sr22.0La18.0Yb14.0,"{'Cu': 63.0, 'La': 18.0, 'O': 22.0, 'Rb': 55.0, 'Sr': 22.0, 'Yb': 14.0}",True,85.2504,-1.0976979,True,False,False,False
F40.0K18.0Ca24.0Ba25.0Ir22.0Pt37.0Tl14.0Bi15.0,"{'Ba': 25.0, 'Bi': 15.0, 'Ca': 24.0, 'F': 40.0, 'Ir': 22.0, 'K': 18.0, 'Pt': 37.0, 'Tl': 14.0}",True,84.73181,0.2267131,False,False,True,False
C19.0Cu74.0Y22.0Ba58.0W9.0Pt8.0,"{'Ba': 58.0, 'C': 19.0, 'Cu': 74.0, 'Pt': 8.0, 'W': 9.0, 'Y': 22.0}",True,84.83389,-0.84643716,True,False,False,False
Li11.0B36.0Ca48.0Cu45.0La19.0Nd6.0Pt30.0,"{'B': 36.0, 'Ca': 48.0, 'Cu': 45.0, 'La': 19.0, 'Li': 11.0, 'Nd': 6.0, 'Pt': 30.0}",True,84.38864,-0.31764364,True,False,False,False
B29.0C5.0O17.0Ca29.0Cu39.0La27.0Pt13.0,"{'B': 29.0, 'C': 5.0, 'Ca': 29.0, 'Cu': 39.0, 'La': 27.0, 'O': 17.0, 'Pt': 13.0}",True,84.4868,-1.2146672,True,False,False,False
C25.0Mg33.0Cu74.0Rb46.0Tc5.0Er14.0,"{'C': 25.0, 'Cu': 74.0, 'Er': 14.0, 'Mg': 33.0, 'Rb': 46.0, 'Tc': 5.0}",True,84.2164,-0.6892469,True,False,False,False
B28.0O29.0Ca39.0Cu45.0La23.0Tb6.0Pt11.0,"{'B': 28.0, 'Ca': 39.0, 'Cu': 45.0, 'La': 23.0, 'O': 29.0, 'Pt': 11.0, 'Tb': 6.0}",True,83.800964,-1.4408921,True,False,False,False
B63.0Si16.0Ca20.0Sr28.0Ba8.0Pt46.0,"{'B': 63.0, 'Ba': 8.0, 'Ca': 20.0, 'Pt': 46.0, 'Si': 16.0, 'Sr': 28.0}",True,83.69538,-0.20225774,True,False,False,False
C49.0Cu39.0Ba29.0La1.0Pt20.0Tl10.0,"{'Ba': 29.0, 'C': 49.0, 'Cu': 39.0, 'La': 1.0, 'Pt': 20.0, 'Tl': 10.0}",True,84.716644,-0.97203654,True,True,True,True
B4.0C4.0Cu17.0Ba9.0Au5.0,"{'Au': 5.0, 'B': 4.0, 'Ba': 9.0, 'C': 4.0, 'Cu': 17.0}",True,83.99161,-0.49861032,True,False,False,False
C39.0Cu44.0Rb23.0Sr30.0La2.0Pb9.0,"{'C': 39.0, 'Cu': 44.0, 'La': 2.0, 'Pb': 9.0, 'Rb': 23.0, 'Sr': 30.0}",True,83.161255,-0.9812857,True,False,True,False
B18.0C8.0Ca26.0Ga9.0Xe51.0Ba23.0Pm4.0Pt41.0,"{'B': 18.0, 'Ba': 23.0, 'C': 8.0, 'Ca': 26.0, 'Ga': 9.0, 'Pm': 4.0, 'Pt': 41.0, 'Xe': 51.0}",True,83.08525,-0.5749746,True,False,False,False
B15.0Cu29.0Tc10.0Ag37.0Sn12.0Ba30.0Gd17.0,"{'Ag': 37.0, 'B': 15.0, 'Ba': 30.0, 'Cu': 29.0, 'Gd': 17.0, 'Sn': 12.0, 'Tc': 10.0}",True,83.446815,-0.9014854,True,False,False,False
Ca9.0V21.0Cu48.0La47.0Yb13.0Pt29.0,"{'Ca': 9.0, 'Cu': 48.0, 'La': 47.0, 'Pt': 29.0, 'V': 21.0, 'Yb': 13.0}",True,82.89526,-0.05897735,True,True,True,True
B41.0C26.0Al14.0Ca30.0As38.0Ba17.0La5.0,"{'Al': 14.0, 'As': 38.0, 'B': 41.0, 'Ba': 17.0, 'C': 26.0, 'Ca': 30.0, 'La': 5.0}",True,82.56041,-0.8256218,True,True,True,True
C32.0O32.0Ca26.0Sc20.0Zn23.0Y26.0Ba20.0,"{'Ba': 20.0, 'C': 32.0, 'Ca': 26.0, 'O': 32.0, 'Sc': 20.0, 'Y': 26.0, 'Zn': 23.0}",True,82.29662,-1.2600912,True,False,False,False
B1.0Mg37.0Si4.0Cu46.0Y27.0La15.0Pt32.0Bi37.0,"{'B': 1.0, 'Bi': 37.0, 'Cu': 46.0, 'La': 15.0, 'Mg': 37.0, 'Pt': 32.0, 'Si': 4.0, 'Y': 27.0}",True,81.97987,0.09758441,False,False,True,False
Rb29.0Ba29.0La10.0Eu5.0Tb15.0Re50.0Pt36.0Au14.0,"{'Au': 14.0, 'Ba': 29.0, 'Eu': 5.0, 'La': 10.0, 'Pt': 36.0, 'Rb': 29.0, 'Re': 50.0, 'Tb': 15.0}",True,82.12102,-0.7032457,True,True,True,True
Si30.0Ca37.0Sr36.0Y20.0Lu10.0Pt53.0,"{'Ca': 37.0, 'Lu': 10.0, 'Pt': 53.0, 'Si': 30.0, 'Sr': 36.0, 'Y': 20.0}",True,81.833824,0.29935473,False,True,True,False
Be26.0B24.0O31.0Cu38.0Rb25.0La14.0Pt20.0,"{'B': 24.0, 'Be': 26.0, 'Cu': 38.0, 'La': 14.0, 'O': 31.0, 'Pt': 20.0, 'Rb': 25.0}",True,81.57295,-1.0285312,True,False,False,False
B14.0C14.0O29.0Tc29.0Ba40.0Er21.0Yb44.0Pt6.0,"{'B': 14.0, 'Ba': 40.0, 'C': 14.0, 'Er': 21.0, 'O': 29.0, 'Pt': 6.0, 'Tc': 29.0, 'Yb': 44.0}",True,81.39363,-1.2316836,True,False,False,False
B35.0N41.0O7.0Ca22.0Ba21.0Dy8.0Pt42.0,"{'B': 35.0, 'Ba': 21.0, 'Ca': 22.0, 'Dy': 8.0, 'N': 41.0, 'O': 7.0, 'Pt': 42.0}",True,81.18866,-1.6776763,True,True,True,True
B38.0C49.0Ca37.0Ba19.0Pt38.0,"{'B': 38.0, 'Ba': 19.0, 'C': 49.0, 'Ca': 37.0, 'Pt': 38.0}",True,80.92074,-0.7348519,True,False,False,False
B13.0C16.0Ca29.0As37.0Ba21.0La13.0Pt43.0,"{'As': 37.0, 'B': 13.0, 'Ba': 21.0, 'C': 16.0, 'Ca': 29.0, 'La': 13.0, 'Pt': 43.0}",True,79.87773,-0.6550857,True,False,True,False
Li11.0B4.0C24.0Ca49.0Cu61.0La31.0Pb9.0,"{'B': 4.0, 'C': 24.0, 'Ca': 49.0, 'Cu': 61.0, 'La': 31.0, 'Li': 11.0, 'Pb': 9.0}",True,79.67586,-0.68445784,True,False,False,False
C13.0Cu41.0Sr32.0Cs25.0La8.0Pt14.0,"{'C': 13.0, 'Cs': 25.0, 'Cu': 41.0, 'La': 8.0, 'Pt': 14.0, 'Sr': 32.0}",True,79.32083,-0.65707356,True,False,False,False
B3.0C34.0K16.0Cu40.0Sr25.0Cs13.0Yb11.0Pt48.0,"{'B': 3.0, 'C': 34.0, 'Cs': 13.0, 'Cu': 40.0, 'K': 16.0, 'Pt': 48.0, 'Sr': 25.0, 'Yb': 11.0}",True,78.90848,0.1369501,False,True,True,False
B24.0O32.0Ne19.0Ca30.0Ba26.0La4.0Pt37.0,"{'B': 24.0, 'Ba': 26.0, 'Ca': 30.0, 'La': 4.0, 'Ne': 19.0, 'O': 32.0, 'Pt': 37.0}",True,78.162605,-1.4621111,True,False,False,False
Be13.0C73.0Ca41.0Co27.0Ni7.0Ga18.0La19.0,"{'Be': 13.0, 'C': 73.0, 'Ca': 41.0, 'Co': 27.0, 'Ga': 18.0, 'La': 19.0, 'Ni': 7.0}",True,77.58536,-0.97879773,True,True,True,True
B38.0Cu34.0Ga16.0Sr31.0Cs23.0Pt11.0Au22.0,"{'Au': 22.0, 'B': 38.0, 'Cs': 23.0, 'Cu': 34.0, 'Ga': 16.0, 'Pt': 11.0, 'Sr': 31.0}",True,77.79013,-0.4988761,True,False,False,False
B13.0C33.0Fe27.0Ba41.0Ce14.0Lu16.0Ir32.0Au14.0,"{'Au': 14.0, 'B': 13.0, 'Ba': 41.0, 'C': 33.0, 'Ce': 14.0, 'Fe': 27.0, 'Ir': 32.0, 'Lu': 16.0}",True,77.569565,-0.23498356,True,False,True,False
Be27.0C7.0Mg30.0Ge18.0As35.0Pt59.0Pb15.0,"{'As': 35.0, 'Be': 27.0, 'C': 7.0, 'Ge': 18.0, 'Mg': 30.0, 'Pb': 15.0, 'Pt': 59.0}",True,77.45025,0.5983431,False,True,True,False
C25.0Cr41.0Co16.0In48.0Ba34.0Gd14.0Dy20.0,"{'Ba': 34.0, 'C': 25.0, 'Co': 16.0, 'Cr': 41.0, 'Dy': 20.0, 'Gd': 14.0, 'In': 48.0}",True,77.54232,-1.4905974,True,False,True,False
Fe42.0Xe44.0Cs12.0Ba48.0La6.0Sm21.0Ta26.0,"{'Ba': 48.0, 'Cs': 12.0, 'Fe': 42.0, 'La': 6.0, 'Sm': 21.0, 'Ta': 26.0, 'Xe': 44.0}",True,76.585014,0.60766155,False,False,False,False
B28.0O33.0Ne11.0Ca18.0Ba17.0La7.0Ir9.0Pt33.0,"{'B': 28.0, 'Ba': 17.0, 'Ca': 18.0, 'Ir': 9.0, 'La': 7.0, 'Ne': 11.0, 'O': 33.0, 'Pt': 33.0}",True,76.51394,-1.5399357,True,False,False,False
C101.0O32.0In16.0Ba43.0,"{'Ba': 43.0, 'C': 101.0, 'In': 16.0, 'O': 32.0}",True,76.19179,-0.78866357,True,False,False,False
Be14.0C10.0O43.0Ca33.0Ge43.0Pt54.0,"{'Be': 14.0, 'C': 10.0, 'Ca': 33.0, 'Ge': 43.0, 'O': 43.0, 'Pt': 54.0}",True,75.548645,-1.6007715,True,True,True,True
Al22.0Ca26.0Cr19.0Zr23.0Ba29.0Pt15.0Hg28.0,"{'Al': 22.0, 'Ba': 29.0, 'Ca': 26.0, 'Cr': 19.0, 'Hg': 28.0, 'Pt': 15.0, 'Zr': 23.0}",True,75.50397,0.0085093025,False,True,True,False
C42.0Ne31.0Tc51.0Ba31.0Gd7.0Dy22.0Lu13.0,"{'Ba': 31.0, 'C': 42.0, 'Dy': 22.0, 'Gd': 7.0, 'Lu': 13.0, 'Ne': 31.0, 'Tc': 51.0}",True,74.488815,-1.1129006,True,False,False,False
C60.0Ca19.0Cu79.0Sm4.0Pt10.0Bi21.0,"{'Bi': 21.0, 'C': 60.0, 'Ca': 19.0, 'Cu': 79.0, 'Pt': 10.0, 'Sm': 4.0}",True,73.817024,-0.4822522,True,True,True,True
O67.0Cu27.0Sr17.0Ba21.0Nd4.0Pt54.0,"{'Ba': 21.0, 'Cu': 27.0, 'Nd': 4.0, 'O': 67.0, 'Pt': 54.0, 'Sr': 17.0}",True,74.66385,-2.0551364,True,True,True,True
B25.0C25.0Co35.0Sr33.0Ir9.0,"{'B': 25.0, 'C': 25.0, 'Co': 35.0, 'Ir': 9.0, 'Sr': 33.0}",True,74.44266,-0.35404482,True,False,True,False
O36.0Cu66.0La57.0Pt13.0Bi27.0,"{'Bi': 27.0, 'Cu': 66.0, 'La': 57.0, 'O': 36.0, 'Pt': 13.0}",True,74.239685,-1.8094941,True,False,False,False
B28.0O24.0Ar30.0Ca12.0Sr29.0Pt36.0,"{'Ar': 30.0, 'B': 28.0, 'Ca': 12.0, 'O': 24.0, 'Pt': 36.0, 'Sr': 29.0}",True,74.20818,-0.8955646,True,False,False,False
O51.0Cr12.0Cu65.0La7.0Yb19.0Pt13.0,"{'Cr': 12.0, 'Cu': 65.0, 'La': 7.0, 'O': 51.0, 'Pt': 13.0, 'Yb': 19.0}",True,74.17546,-1.3941361,True,False,False,False
O66.0Cu27.0La26.0Nd8.0Eu15.0Gd4.0,"{'Cu': 27.0, 'Eu': 15.0, 'Gd': 4.0, 'La': 26.0, 'Nd': 8.0, 'O': 66.0}",True,73.58928,-2.7959776,True,False,False,False
B29.0Cu48.0Ge12.0Sr41.0Xe18.0Er7.0,"{'B': 29.0, 'Cu': 48.0, 'Er': 7.0, 'Ge': 12.0, 'Sr': 41.0, 'Xe': 18.0}",True,73.4722,-0.7041622,True,False,False,False
