formula,atom_dict,valid_sample_bools,pred_Tc,pred_ef,Ef_bools,elecneg_bools,neutral_bools,all_True_bools
Si46.0Ar29.0Nd32.0Eu13.0,"{'Ar': 29.0, 'Eu': 13.0, 'Nd': 32.0, 'Si': 46.0}",True,0.0,-2.2952647,True,False,False,False
O87.0Gd31.0,"{'Gd': 31.0, 'O': 87.0}",True,0.0,-4.3721623,True,False,False,False
O125.0Tl58.0,"{'O': 125.0, 'Tl': 58.0}",True,0.0,-4.256311,True,False,False,False
P137.0Nd58.0,"{'Nd': 58.0, 'P': 137.0}",True,0.0,-2.8931975,True,False,False,False
O85.0La29.0,"{'La': 29.0, 'O': 85.0}",True,0.0,-4.3597775,True,False,False,False
N96.0Dy59.0,"{'Dy': 59.0, 'N': 96.0}",True,0.0,-3.906451,True,False,False,False
O58.0Ar18.0Dy19.0,"{'Ar': 18.0, 'Dy': 19.0, 'O': 58.0}",True,0.0,-3.6487303,True,False,False,False
P80.0Cs33.0,"{'Cs': 33.0, 'P': 80.0}",True,0.0,-2.777554,True,False,False,False
O110.0Nd41.0Pb10.0,"{'Nd': 41.0, 'O': 110.0, 'Pb': 10.0}",True,0.0,-4.458684,True,False,False,False
O116.0La41.0,"{'La': 41.0, 'O': 116.0}",True,0.0,-4.357017,True,False,False,False
N110.0Gd67.0,"{'Gd': 67.0, 'N': 110.0}",True,0.0,-3.9341226,True,False,False,False
O102.0La43.0,"{'La': 43.0, 'O': 102.0}",True,0.0,-4.24892,True,False,False,False
O147.0Cs50.0,"{'Cs': 50.0, 'O': 147.0}",True,0.0,-4.338472,True,False,False,False
In65.0Nd78.0,"{'In': 65.0, 'Nd': 78.0}",True,0.0,-2.0477943,True,True,True,True
O70.0Tl25.0,"{'O': 70.0, 'Tl': 25.0}",True,0.0,-4.5144496,True,False,False,False
O66.0Tb23.0,"{'O': 66.0, 'Tb': 23.0}",True,0.0,-4.3630285,True,False,False,False
O139.0Pb39.0,"{'O': 139.0, 'Pb': 39.0}",True,0.0,-4.3703623,True,False,False,False
O151.0Pb43.0,"{'O': 151.0, 'Pb': 43.0}",True,0.0,-4.368373,True,False,False,False
N97.0Gd64.0,"{'Gd': 64.0, 'N': 97.0}",True,0.0,-3.9425,True,False,False,False
O99.0Cl58.0,"{'Cl': 58.0, 'O': 99.0}",True,0.0,-4.1875196,True,False,False,False
C13.0Sn80.0La48.0Nd55.0,"{'C': 13.0, 'La': 48.0, 'Nd': 55.0, 'Sn': 80.0}",True,0.0,-1.8415645,True,False,False,False
O87.0La32.0,"{'La': 32.0, 'O': 87.0}",True,0.0,-4.342817,True,False,False,False
N114.0La79.0,"{'La': 79.0, 'N': 114.0}",True,0.0,-3.7327104,True,False,False,False
O149.0La47.0,"{'La': 47.0, 'O': 149.0}",True,0.0,-4.3151975,True,False,False,False
O57.0Br27.0,"{'Br': 27.0, 'O': 57.0}",True,0.0,-4.253239,True,False,False,False
P118.0Tl47.0,"{'P': 118.0, 'Tl': 47.0}",True,0.0,-2.9125032,True,False,False,False
P99.0Nd51.0,"{'Nd': 51.0, 'P': 99.0}",True,0.0,-3.0121713,True,False,False,False
O101.0La31.0,"{'La': 31.0, 'O': 101.0}",True,0.0,-4.285318,True,False,False,False
O135.0Ar38.0,"{'Ar': 38.0, 'O': 135.0}",True,0.0,-3.9688897,True,False,False,False
N104.0Pb47.0,"{'N': 104.0, 'Pb': 47.0}",True,0.0,-4.1715508,True,False,False,False
O112.0La39.0,"{'La': 39.0, 'O': 112.0}",True,0.0,-4.3604083,True,False,False,False
B19.0As60.0Cs47.0Ba26.0,"{'As': 60.0, 'B': 19.0, 'Ba': 26.0, 'Cs': 47.0}",True,0.0,-1.2286245,True,False,False,False
O73.0La27.0,"{'La': 27.0, 'O': 73.0}",True,0.0,-4.34036,True,False,False,False
O41.0Tb13.0,"{'O': 41.0, 'Tb': 13.0}",True,0.0,-4.3280454,True,False,False,False
O71.0Nd38.0,"{'Nd': 38.0, 'O': 71.0}",True,0.0,-4.4179997,True,False,False,False
O144.0Eu37.0,"{'Eu': 37.0, 'O': 144.0}",True,0.0,-3.9670877,True,False,False,False
O120.0Ba43.0,"{'Ba': 43.0, 'O': 120.0}",True,0.0,-4.3536973,True,False,False,False
O126.0Pb37.0,"{'O': 126.0, 'Pb': 37.0}",True,0.0,-4.3618693,True,False,False,False
N11.0La7.0,"{'La': 7.0, 'N': 11.0}",True,0.0,-3.756763,True,False,False,False
P137.0Pr49.0,"{'P': 137.0, 'Pr': 49.0}",True,0.0,-2.6647134,True,False,False,False
O137.0Ar49.0,"{'Ar': 49.0, 'O': 137.0}",True,0.0,-4.123256,True,False,False,False
O24.0Cl13.0,"{'Cl': 13.0, 'O': 24.0}",True,0.0,-4.237759,True,False,False,False
N89.0Tb53.0,"{'N': 89.0, 'Tb': 53.0}",True,0.0,-3.9346995,True,False,False,False
O135.0Ba46.0,"{'Ba': 46.0, 'O': 135.0}",True,0.0,-4.3566623,True,False,False,False
N65.0Pb30.0,"{'N': 65.0, 'Pb': 30.0}",True,0.0,-4.188193,True,False,False,False
P131.0Br66.0,"{'Br': 66.0, 'P': 131.0}",True,0.0,-2.8731346,True,False,False,False
N102.0Ce71.0,"{'Ce': 71.0, 'N': 102.0}",True,0.0,-3.8079596,True,False,False,False
Al50.0Sn25.0Xe52.0Tl26.0,"{'Al': 50.0, 'Sn': 25.0, 'Tl': 26.0, 'Xe': 52.0}",True,0.0,-1.7537879,True,False,False,False
N79.0Xe46.0,"{'N': 79.0, 'Xe': 46.0}",True,0.0,-3.7419534,True,False,False,False
Si50.0Ge77.0Pr54.0,"{'Ge': 77.0, 'Pr': 54.0, 'Si': 50.0}",True,0.0,-2.3879128,True,True,True,True
O151.0La46.0,"{'La': 46.0, 'O': 151.0}",True,0.0,-4.27649,True,False,False,False
O137.0La47.0,"{'La': 47.0, 'O': 137.0}",True,0.0,-4.360335,True,False,False,False
P121.0I33.0Tl28.0,"{'I': 33.0, 'P': 121.0, 'Tl': 28.0}",True,0.0,-3.0129018,True,False,False,False
O3.0La1.0,"{'La': 1.0, 'O': 3.0}",True,0.0,-4.3539925,True,True,True,True
P61.0Tl25.0,"{'P': 61.0, 'Tl': 25.0}",True,0.0,-2.8892684,True,False,False,False
O104.0La35.0,"{'La': 35.0, 'O': 104.0}",True,0.0,-4.356519,True,False,False,False
N99.0Pb47.0,"{'N': 99.0, 'Pb': 47.0}",True,0.0,-4.191792,True,False,False,False
O104.0Tl37.0,"{'O': 104.0, 'Tl': 37.0}",True,0.0,-4.514608,True,False,False,False
O124.0Xe47.0,"{'O': 124.0, 'Xe': 47.0}",True,0.0,-4.3130183,True,False,False,False
O109.0La37.0,"{'La': 37.0, 'O': 109.0}",True,0.0,-4.3587375,True,False,False,False
O80.0Tl27.0,"{'O': 80.0, 'Tl': 27.0}",True,0.0,-4.5106907,True,False,False,False
C51.0Ge98.0Cd6.0La13.0Dy22.0Ho6.0,"{'C': 51.0, 'Cd': 6.0, 'Dy': 22.0, 'Ge': 98.0, 'Ho': 6.0, 'La': 13.0}",True,0.0,-1.243884,True,False,True,False
N46.0Gd27.0,"{'Gd': 27.0, 'N': 46.0}",True,0.0,-3.9097795,True,False,False,False
N83.0Pb45.0,"{'N': 83.0, 'Pb': 45.0}",True,0.0,-4.1190515,True,False,False,False
O61.0Pm20.0,"{'O': 61.0, 'Pm': 20.0}",True,0.0,-4.3458743,True,False,False,False
C43.0Ga54.0Nd77.0Dy20.0,"{'C': 43.0, 'Dy': 20.0, 'Ga': 54.0, 'Nd': 77.0}",True,0.0,-1.9979248,True,False,False,False
N75.0La43.0,"{'La': 43.0, 'N': 75.0}",True,0.0,-3.7630963,True,False,False,False
O17.0Pb5.0,"{'O': 17.0, 'Pb': 5.0}",True,0.0,-4.361462,True,False,False,False
O77.0Nd43.0,"{'Nd': 43.0, 'O': 77.0}",True,0.0,-4.390041,True,False,False,False
O56.0Nd27.0,"{'Nd': 27.0, 'O': 56.0}",True,0.0,-4.4812827,True,False,False,False
O109.0Br53.0,"{'Br': 53.0, 'O': 109.0}",True,0.0,-4.242519,True,False,False,False
C85.0Dy101.0,"{'C': 85.0, 'Dy': 101.0}",True,0.0,-1.8972981,True,False,False,False
O36.0La13.0,"{'La': 13.0, 'O': 36.0}",True,0.0,-4.3498855,True,False,False,False
N115.0Er72.0,"{'Er': 72.0, 'N': 115.0}",True,0.0,-3.9112406,True,False,False,False
N113.0Ar76.0,"{'Ar': 76.0, 'N': 113.0}",True,0.0,-3.95713,True,False,False,False
O121.0Nd48.0,"{'Nd': 48.0, 'O': 121.0}",True,0.0,-4.458267,True,False,False,False
O112.0Nd55.0,"{'Nd': 55.0, 'O': 112.0}",True,0.0,-4.4708333,True,False,False,False
O138.0Br38.0Tb17.0,"{'Br': 38.0, 'O': 138.0, 'Tb': 17.0}",True,0.0,-4.334329,True,False,False,False
Ge47.0Nd14.0Gd3.0,"{'Gd': 3.0, 'Ge': 47.0, 'Nd': 14.0}",True,0.0,-2.1885374,True,True,True,True
O82.0Ge49.0La59.0,"{'Ge': 49.0, 'La': 59.0, 'O': 82.0}",True,0.0,-3.617727,True,False,False,False
O141.0Pb39.0,"{'O': 141.0, 'Pb': 39.0}",True,0.0,-4.371424,True,False,False,False
C58.0Al26.0Xe42.0Er53.0,"{'Al': 26.0, 'C': 58.0, 'Er': 53.0, 'Xe': 42.0}",True,0.0,-1.8758552,True,False,True,False
O21.0I1.0Tb7.0,"{'I': 1.0, 'O': 21.0, 'Tb': 7.0}",True,0.0,-4.404468,True,True,True,True
O131.0Nd54.0,"{'Nd': 54.0, 'O': 131.0}",True,0.0,-4.4878635,True,False,False,False
P121.0Nd56.0,"{'Nd': 56.0, 'P': 121.0}",True,0.0,-2.9619522,True,False,False,False
N74.0Cs43.0,"{'Cs': 43.0, 'N': 74.0}",True,0.0,-3.8712082,True,False,False,False
H48.0Na35.0La49.0,"{'H': 48.0, 'La': 49.0, 'Na': 35.0}",True,0.0,-0.64149135,True,False,False,False
O94.0La33.0,"{'La': 33.0, 'O': 94.0}",True,0.0,-4.35871,True,False,False,False
O73.0Gd23.0,"{'Gd': 23.0, 'O': 73.0}",True,0.0,-4.4027495,True,False,False,False
O32.0Nd15.0,"{'Nd': 15.0, 'O': 32.0}",True,0.0,-4.4940677,True,False,False,False
N110.0Pb61.0,"{'N': 110.0, 'Pb': 61.0}",True,0.0,-4.085969,True,False,False,False
O72.0La25.0,"{'La': 25.0, 'O': 72.0}",True,0.0,-4.360823,True,False,False,False
O24.0Nd11.0,"{'Nd': 11.0, 'O': 24.0}",True,0.0,-4.4973006,True,False,False,False
C71.0Gd76.0,"{'C': 71.0, 'Gd': 76.0}",True,0.0,-1.8606158,True,False,False,False
O155.0Pb42.0,"{'O': 155.0, 'Pb': 42.0}",True,0.0,-4.3696904,True,False,False,False
O113.0Nd54.0,"{'Nd': 54.0, 'O': 113.0}",True,0.0,-4.4857974,True,False,False,False
P125.0I64.0,"{'I': 64.0, 'P': 125.0}",True,0.0,-2.9468815,True,False,False,False
N69.0Dy44.0,"{'Dy': 44.0, 'N': 69.0}",True,0.0,-3.937914,True,False,False,False
O109.0La35.0,"{'La': 35.0, 'O': 109.0}",True,0.0,-4.3319607,True,False,False,False
N3.0Gd2.0,"{'Gd': 2.0, 'N': 3.0}",True,0.0,-3.9413345,True,True,True,True
O106.0Cs8.0Tb35.0,"{'Cs': 8.0, 'O': 106.0, 'Tb': 35.0}",True,0.0,-4.2719665,True,False,False,False
P71.0Ce28.0,"{'Ce': 28.0, 'P': 71.0}",True,0.0,-2.7061448,True,False,False,False
O48.0Br13.0Dy4.0,"{'Br': 13.0, 'Dy': 4.0, 'O': 48.0}",True,0.0,-3.927589,True,False,False,False
O153.0La46.0,"{'La': 46.0, 'O': 153.0}",True,0.0,-4.259734,True,False,False,False
Si57.0Ge68.0Dy66.0,"{'Dy': 66.0, 'Ge': 68.0, 'Si': 57.0}",True,0.0,-2.3684328,True,False,False,False
O127.0La43.0,"{'La': 43.0, 'O': 127.0}",True,0.0,-4.358086,True,False,False,False
N107.0Pr70.0,"{'N': 107.0, 'Pr': 70.0}",True,0.0,-3.7320619,True,False,False,False
O53.0Dy22.0,"{'Dy': 22.0, 'O': 53.0}",True,0.0,-4.1198764,True,False,False,False
C91.0Gd95.0,"{'C': 91.0, 'Gd': 95.0}",True,0.0,-1.8501145,True,False,False,False
O145.0La42.0,"{'La': 42.0, 'O': 145.0}",True,0.0,-4.204208,True,False,False,False
O143.0Tl49.0,"{'O': 143.0, 'Tl': 49.0}",True,0.0,-4.513181,True,False,False,False
O55.0Pb16.0,"{'O': 55.0, 'Pb': 16.0}",True,0.0,-4.3642592,True,False,False,False
P47.0Tl20.0,"{'P': 47.0, 'Tl': 20.0}",True,0.0,-2.856721,True,False,False,False
O122.0Nd57.0,"{'Nd': 57.0, 'O': 122.0}",True,0.0,-4.494462,True,False,False,False
C26.0Sn51.0La13.0Nd63.0,"{'C': 26.0, 'La': 13.0, 'Nd': 63.0, 'Sn': 51.0}",True,0.0,-1.9721698,True,False,True,False
O137.0Nd61.0,"{'Nd': 61.0, 'O': 137.0}",True,0.0,-4.5010343,True,False,False,False
N19.0Kr13.0,"{'Kr': 13.0, 'N': 19.0}",True,0.0,-3.9048696,True,False,False,False
N104.0Gd69.0,"{'Gd': 69.0, 'N': 104.0}",True,0.0,-3.9425998,True,False,False,False
O101.0La32.0,"{'La': 32.0, 'O': 101.0}",True,0.0,-4.3194366,True,False,False,False
O123.0Cl66.0,"{'Cl': 66.0, 'O': 123.0}",True,0.0,-4.242066,True,False,False,False
C58.0La39.0Pm15.0Ho25.0Pt16.0,"{'C': 58.0, 'Ho': 25.0, 'La': 39.0, 'Pm': 15.0, 'Pt': 16.0}",True,0.0,-1.4770321,True,True,True,True
O107.0La35.0,"{'La': 35.0, 'O': 107.0}",True,0.0,-4.347876,True,False,False,False
O71.0Tl27.0,"{'O': 71.0, 'Tl': 27.0}",True,0.0,-4.497786,True,False,False,False
Si97.0Tb72.0,"{'Si': 97.0, 'Tb': 72.0}",True,0.0,-2.3867278,True,False,False,False
N106.0Ar81.0,"{'Ar': 81.0, 'N': 106.0}",True,0.0,-3.812515,True,False,False,False
O136.0Gd43.0,"{'Gd': 43.0, 'O': 136.0}",True,0.0,-4.403356,True,False,False,False
N114.0La73.0,"{'La': 73.0, 'N': 114.0}",True,0.0,-3.755981,True,False,False,False
O104.0La37.0,"{'La': 37.0, 'O': 104.0}",True,0.0,-4.355363,True,False,False,False
P100.0I51.0,"{'I': 51.0, 'P': 100.0}",True,0.0,-2.946745,True,False,False,False
O137.0La48.0,"{'La': 48.0, 'O': 137.0}",True,0.0,-4.359214,True,False,False,False
N127.0Pb56.0,"{'N': 127.0, 'Pb': 56.0}",True,0.0,-4.143995,True,False,False,False
N81.0Cs47.0,"{'Cs': 47.0, 'N': 81.0}",True,0.0,-3.8717594,True,False,False,False
O73.0Tb29.0,"{'O': 73.0, 'Tb': 29.0}",True,0.0,-4.3033814,True,False,False,False
O112.0Br19.0Er22.0,"{'Br': 19.0, 'Er': 22.0, 'O': 112.0}",True,0.0,-4.3625035,True,False,False,False
O89.0La31.0,"{'La': 31.0, 'O': 89.0}",True,0.0,-4.360365,True,False,False,False
O25.0Nd12.0,"{'Nd': 12.0, 'O': 25.0}",True,0.0,-4.4835477,True,False,False,False
O27.0La11.0,"{'La': 11.0, 'O': 27.0}",True,0.0,-4.2823243,True,False,False,False
O125.0La43.0,"{'La': 43.0, 'O': 125.0}",True,0.0,-4.3606157,True,False,False,False
O90.0Tb31.0,"{'O': 90.0, 'Tb': 31.0}",True,0.0,-4.361413,True,False,False,False
O47.0La23.0,"{'La': 23.0, 'O': 47.0}",True,0.0,-4.0385323,True,False,False,False
O135.0La43.0,"{'La': 43.0, 'O': 135.0}",True,0.0,-4.3243237,True,False,False,False
O98.0Nd41.0,"{'Nd': 41.0, 'O': 98.0}",True,0.0,-4.495461,True,False,False,False
C73.0Pb68.0,"{'C': 73.0, 'Pb': 68.0}",True,0.0,-2.0109305,True,False,False,False
O151.0Pd48.0,"{'O': 151.0, 'Pd': 48.0}",True,0.0,-3.0771847,True,False,False,False
C53.0Ce55.0,"{'C': 53.0, 'Ce': 55.0}",True,0.0,-1.646198,True,False,False,False
N101.0Gd66.0,"{'Gd': 66.0, 'N': 101.0}",True,0.0,-3.9420576,True,False,False,False
O135.0La52.0,"{'La': 52.0, 'O': 135.0}",True,0.0,-4.319568,True,False,False,False
O25.0La11.0,"{'La': 11.0, 'O': 25.0}",True,0.0,-4.1938567,True,False,False,False
O29.0La10.0,"{'La': 10.0, 'O': 29.0}",True,0.0,-4.3608646,True,False,False,False
O71.0Ba24.0,"{'Ba': 24.0, 'O': 71.0}",True,0.0,-4.3559937,True,False,False,False
N113.0Ar78.0,"{'Ar': 78.0, 'N': 113.0}",True,0.0,-3.9445071,True,False,False,False
O121.0Si6.0La50.0,"{'La': 50.0, 'O': 121.0, 'Si': 6.0}",True,0.0,-4.235772,True,False,False,False
P115.0Xe49.0,"{'P': 115.0, 'Xe': 49.0}",True,0.0,-2.788187,True,False,False,False
O151.0Pb39.0,"{'O': 151.0, 'Pb': 39.0}",True,0.0,-4.360473,True,False,False,False
N95.0Tb59.0,"{'N': 95.0, 'Tb': 59.0}",True,0.0,-3.9693747,True,False,False,False
O99.0La36.0,"{'La': 36.0, 'O': 99.0}",True,0.0,-4.347123,True,False,False,False
B41.0Zn25.0As72.0Pb61.0,"{'As': 72.0, 'B': 41.0, 'Pb': 61.0, 'Zn': 25.0}",True,0.0,-0.97902757,True,False,False,False
B8.0Al24.0Ga8.0Mo32.0Tb15.0Pb32.0,"{'Al': 24.0, 'B': 8.0, 'Ga': 8.0, 'Mo': 32.0, 'Pb': 32.0, 'Tb': 15.0}",True,0.0,-1.93614,True,False,False,False
O133.0Nd59.0,"{'Nd': 59.0, 'O': 133.0}",True,0.0,-4.5014567,True,False,False,False
O50.0Tl13.0,"{'O': 50.0, 'Tl': 13.0}",True,0.0,-3.9887133,True,False,False,False
N31.0La18.0,"{'La': 18.0, 'N': 31.0}",True,0.0,-3.7695775,True,False,False,False
C16.0Si20.0Cs8.0Pb41.0,"{'C': 16.0, 'Cs': 8.0, 'Pb': 41.0, 'Si': 20.0}",True,0.0,-2.1473062,True,False,False,False
O138.0La55.0,"{'La': 55.0, 'O': 138.0}",True,0.0,-4.296413,True,False,False,False
Cd72.0Xe79.0,"{'Cd': 72.0, 'Xe': 79.0}",True,0.0,-1.2909731,True,False,False,False
O30.0Ce9.0,"{'Ce': 9.0, 'O': 30.0}",True,0.0,-4.2893085,True,False,False,False
N102.0Ar73.0,"{'Ar': 73.0, 'N': 102.0}",True,0.0,-3.9145875,True,False,False,False
O85.0I43.0,"{'I': 43.0, 'O': 85.0}",True,0.0,-4.171248,True,False,False,False
O23.0Gd9.0,"{'Gd': 9.0, 'O': 23.0}",True,0.0,-4.310103,True,False,False,False
O130.0Xe29.0Er18.0,"{'Er': 18.0, 'O': 130.0, 'Xe': 29.0}",True,0.0,-4.431977,True,False,False,False
O65.0Tl23.0,"{'O': 65.0, 'Tl': 23.0}",True,0.0,-4.5147142,True,False,False,False
O113.0La42.0,"{'La': 42.0, 'O': 113.0}",True,0.0,-4.3381586,True,False,False,False
O53.0La19.0,"{'La': 19.0, 'O': 53.0}",True,0.0,-4.3526187,True,False,False,False
O97.0Nd54.0Eu10.0,"{'Eu': 10.0, 'Nd': 54.0, 'O': 97.0}",True,0.0,-4.0498266,True,False,False,False
N97.0Cs53.0,"{'Cs': 53.0, 'N': 97.0}",True,0.0,-3.8663425,True,False,False,False
O147.0La50.0,"{'La': 50.0, 'O': 147.0}",True,0.0,-4.3592534,True,False,False,False
O33.0Gd10.0,"{'Gd': 10.0, 'O': 33.0}",True,0.0,-4.3763623,True,False,False,False
O125.0La50.0,"{'La': 50.0, 'O': 125.0}",True,0.0,-4.2941937,True,False,False,False
P50.0Nd27.0,"{'Nd': 27.0, 'P': 50.0}",True,0.0,-3.013797,True,False,False,False
C98.0Ar58.0Rb35.0,"{'Ar': 58.0, 'C': 98.0, 'Rb': 35.0}",True,0.0,-1.6713501,True,False,False,False
P137.0Xe61.0,"{'P': 137.0, 'Xe': 61.0}",True,0.0,-2.768498,True,False,False,False
P123.0I64.0,"{'I': 64.0, 'P': 123.0}",True,0.0,-2.9446347,True,False,False,False
N22.0O77.0Ba13.0Ce33.0,"{'Ba': 13.0, 'Ce': 33.0, 'N': 22.0, 'O': 77.0}",True,0.0,-4.204064,True,False,False,False
O137.0Cs29.0Eu30.0,"{'Cs': 29.0, 'Eu': 30.0, 'O': 137.0}",True,0.0,-4.209791,True,False,False,False
N118.0Ce79.0,"{'Ce': 79.0, 'N': 118.0}",True,0.0,-3.8487606,True,False,False,False
N13.0La9.0,"{'La': 9.0, 'N': 13.0}",True,0.0,-3.7331653,True,False,False,False
O141.0Pm44.0,"{'O': 141.0, 'Pm': 44.0}",True,0.0,-4.2986684,True,False,False,False
N39.0Kr24.0,"{'Kr': 24.0, 'N': 39.0}",True,0.0,-3.913816,True,False,False,False
O51.0Kr19.0,"{'Kr': 19.0, 'O': 51.0}",True,0.0,-4.4054837,True,False,False,False
O89.0La25.0,"{'La': 25.0, 'O': 89.0}",True,0.0,-4.1340632,True,False,False,False
O109.0Nd11.0Tl30.0,"{'Nd': 11.0, 'O': 109.0, 'Tl': 30.0}",True,0.0,-4.5357423,True,False,False,False
C12.0Si49.0P79.0Pb49.0,"{'C': 12.0, 'P': 79.0, 'Pb': 49.0, 'Si': 49.0}",True,0.0,-2.4789581,True,False,False,False
C89.0Ca99.0,"{'C': 89.0, 'Ca': 99.0}",True,0.0,-1.1608475,True,False,False,False
O27.0Cl14.0,"{'Cl': 14.0, 'O': 27.0}",True,0.0,-4.256004,True,False,False,False
O64.0Nd33.0,"{'Nd': 33.0, 'O': 64.0}",True,0.0,-4.4418607,True,False,False,False
Si35.0Ge68.0Br25.0Cs30.0,"{'Br': 25.0, 'Cs': 30.0, 'Ge': 68.0, 'Si': 35.0}",True,0.0,-2.5084355,True,False,False,False
O83.0La28.0,"{'La': 28.0, 'O': 83.0}",True,0.0,-4.3571486,True,False,False,False
C41.0Si54.0Pm10.0Gd68.0,"{'C': 41.0, 'Gd': 68.0, 'Pm': 10.0, 'Si': 54.0}",True,0.0,-2.3496466,True,False,False,False
O133.0La47.0,"{'La': 47.0, 'O': 133.0}",True,0.0,-4.357064,True,False,False,False
N73.0Ce43.0,"{'Ce': 43.0, 'N': 73.0}",True,0.0,-3.8372684,True,False,False,False
N112.0Eu69.0,"{'Eu': 69.0, 'N': 112.0}",True,0.0,-3.9365706,True,False,False,False
P148.0Po51.0,"{'P': 148.0, 'Po': 51.0}",True,0.0,-2.3195505,True,False,False,False
O56.0Pb15.0,"{'O': 56.0, 'Pb': 15.0}",True,0.0,-4.3680744,True,False,False,False
O141.0Xe52.0,"{'O': 141.0, 'Xe': 52.0}",True,0.0,-4.331433,True,False,False,False
P91.0I54.0,"{'I': 54.0, 'P': 91.0}",True,0.0,-2.8832517,True,False,False,False
O43.0La16.0,"{'La': 16.0, 'O': 43.0}",True,0.0,-4.3376694,True,False,False,False
O65.0Nd29.0,"{'Nd': 29.0, 'O': 65.0}",True,0.0,-4.50078,True,False,False,False
N63.0Ba44.0,"{'Ba': 44.0, 'N': 63.0}",True,0.0,-3.7435582,True,False,False,False
O110.0Nd59.0,"{'Nd': 59.0, 'O': 110.0}",True,0.0,-4.4166026,True,False,False,False
P99.0Nd59.0,"{'Nd': 59.0, 'P': 99.0}",True,0.0,-2.9906297,True,False,False,False
O149.0Gd28.0Tl18.0,"{'Gd': 28.0, 'O': 149.0, 'Tl': 18.0}",True,0.0,-4.50405,True,False,False,False
N92.0La53.0,"{'La': 53.0, 'N': 92.0}",True,0.0,-3.7662954,True,False,False,False
N8.0O92.0Gd31.0,"{'Gd': 31.0, 'N': 8.0, 'O': 92.0}",True,0.0,-4.325917,True,False,False,False
N95.0La61.0,"{'La': 61.0, 'N': 95.0}",True,0.0,-3.755631,True,False,False,False
O112.0Tl41.0,"{'O': 112.0, 'Tl': 41.0}",True,0.0,-4.5123124,True,False,False,False
N89.0La56.0,"{'La': 56.0, 'N': 89.0}",True,0.0,-3.7578106,True,False,False,False
P129.0Nd70.0,"{'Nd': 70.0, 'P': 129.0}",True,0.0,-3.0133762,True,False,False,False
C55.0La66.0Nd23.0,"{'C': 55.0, 'La': 66.0, 'Nd': 23.0}",True,0.0,-1.528086,True,False,False,False
O73.0La26.0,"{'La': 26.0, 'O': 73.0}",True,0.0,-4.355082,True,False,False,False
O73.0Nd30.0,"{'Nd': 30.0, 'O': 73.0}",True,0.0,-4.4860606,True,False,False,False
O91.0La27.0,"{'La': 27.0, 'O': 91.0}",True,0.0,-4.242945,True,False,False,False
N55.0Pb26.0,"{'N': 55.0, 'Pb': 26.0}",True,0.0,-4.191787,True,False,False,False
O102.0Tb47.0,"{'O': 102.0, 'Tb': 47.0}",True,0.0,-4.09645,True,False,False,False
N91.0Pb44.0,"{'N': 91.0, 'Pb': 44.0}",True,0.0,-4.1915107,True,False,False,False
Si62.0Ce35.0Nd18.0,"{'Ce': 35.0, 'Nd': 18.0, 'Si': 62.0}",True,0.0,-2.5178308,True,True,True,True
O142.0Tl49.0,"{'O': 142.0, 'Tl': 49.0}",True,0.0,-4.513716,True,False,False,False
Al104.0Ce81.0,"{'Al': 104.0, 'Ce': 81.0}",True,0.0,-1.6884506,True,True,True,True
O36.0Tl13.0,"{'O': 36.0, 'Tl': 13.0}",True,0.0,-4.513618,True,False,False,False
O135.0La51.0,"{'La': 51.0, 'O': 135.0}",True,0.0,-4.3298945,True,False,False,False
B10.0C22.0I14.0Cs10.0Pt9.0,"{'B': 10.0, 'C': 22.0, 'Cs': 10.0, 'I': 14.0, 'Pt': 9.0}",True,0.0,-0.9493404,True,True,True,True
O116.0La47.0,"{'La': 47.0, 'O': 116.0}",True,0.0,-4.2860384,True,False,False,False
N54.0La31.0,"{'La': 31.0, 'N': 54.0}",True,0.0,-3.7640529,True,False,False,False
N80.0Nd67.0,"{'N': 80.0, 'Nd': 67.0}",True,0.0,-3.7395263,True,False,False,False
O84.0Ce31.0,"{'Ce': 31.0, 'O': 84.0}",True,0.0,-4.334316,True,False,False,False
O79.0La28.0,"{'La': 28.0, 'O': 79.0}",True,0.0,-4.356316,True,False,False,False
N53.0O69.0Dy72.0,"{'Dy': 72.0, 'N': 53.0, 'O': 69.0}",True,0.0,-4.199869,True,False,False,False
C87.0Cs110.0,"{'C': 87.0, 'Cs': 110.0}",True,0.0,-1.5210472,True,False,False,False
Ga76.0Ba33.0Tl25.0,"{'Ba': 33.0, 'Ga': 76.0, 'Tl': 25.0}",True,0.0,-1.9742311,True,True,True,True
O80.0Ba27.0,"{'Ba': 27.0, 'O': 80.0}",True,0.0,-4.3559165,True,False,False,False
O141.0Tl57.0,"{'O': 141.0, 'Tl': 57.0}",True,0.0,-4.434399,True,False,False,False
O77.0La30.0,"{'La': 30.0, 'O': 77.0}",True,0.0,-4.3119335,True,False,False,False
O69.0I33.0,"{'I': 33.0, 'O': 69.0}",True,0.0,-4.1695604,True,False,False,False
O117.0Dy49.0,"{'Dy': 49.0, 'O': 117.0}",True,0.0,-4.1200576,True,False,False,False
O83.0La31.0,"{'La': 31.0, 'O': 83.0}",True,0.0,-4.335782,True,False,False,False
O138.0La53.0,"{'La': 53.0, 'O': 138.0}",True,0.0,-4.321252,True,False,False,False
N17.0Dy12.0,"{'Dy': 12.0, 'N': 17.0}",True,0.0,-3.9176705,True,False,False,False
