base_atom_dict,ef_coef,num_total_samples,unique_rate,base_pred_Tc,valid_rate,neutral_rate (in valid),elecneg_rate (in valid),valid_sample_bools_rate,Ef_bools_rate,elecneg_bools_rate,neutral_bools_rate,all_True_bools_rate,ΔTc_top10,ΔTc_top30,ΔTc_top50,experiment_type,method,mutate_prob,purterb_prob,purterb_val,optimizer,lr
"{'B': 2.0, 'C': 1.0, 'La': 1.0, 'Pt': 2.0}",4.0,4096,0.99072265625,9.036938,1.0,0.3918186298669295,0.21931986200098572,1.0,0.976589452932479,0.21931986200098572,0.3918186298669295,0.21389847215377034,86.37764,71.669556,64.07364,Normal,proposed,0.29,0.22,0.03,Adam,0.03
